Gender,Age,Income (USD),Income Stability,Property Age,Property Location,Property Price,Loan Sanction Amount (USD)
F,28,2219.95,Low,2207.95,Urban,49496.75,17349.25325654363
F,18,2116.28,Low,2120.28,Semi-Urban,49569.82,17929.163239904832
M,35,1018.38,Low,1015.38,Rural,49047.46,15322.080662039349
F,23,5031.87,Low,5038.87,Urban,143194.89,52104.19631883125
F,39,2119.66,Low,2129.66,Semi-Urban,48082.15,15774.741065405577
F,18,3509.04,Low,3515.04,Rural,279919.32,97007.33525468165
F,25,1556.62,Low,1547.62,Urban,186930.52,63075.52102067329
M,61,3008.55,Low,3004.55,Rural,97526.49,31584.58074829206
M,46,1720.84,Low,1733.84,Urban,116972.92,37857.539705228286
M,45,1609.7,Low,1609.7,Urban,40682.44,12189.434841402624
F,30,2059.71,Low,2066.71,Rural,23338.06,8387.738709506688
F,53,2304.05,Low,2305.05,Urban,28323.68,8351.957908139659
M,18,1836.8,Low,1840.8,Rural,119152.68,41056.54514873565
F,30,1970.89,Low,1964.89,Rural,112223.94,38148.13752343124
F,61,2124.62,Low,2127.62,Rural,118053.8,37815.982060556096
M,48,1998.09,Low,1990.09,Rural,98750.14,31988.700861148634
F,56,2274.09,Low,2273.09,Urban,493053.73,164191.56485437258
M,34,1690.35,Low,1680.35,Semi-Urban,79593.81,26069.900308577937
F,60,1021.6,Low,1015.6,Rural,33549.99,8376.714184459706
F,32,2072.23,Low,2076.23,Semi-Urban,51226.53,17333.149731990346
F,18,2369.1,Low,2385.1,Semi-Urban,121989.1,42520.353615941
F,41,2633.37,Low,2632.37,Urban,180086.41,60615.931783771
M,36,3039.97,Low,3031.97,Rural,261113.3,88543.1426705257
M,59,2082.36,Low,2087.36,Urban,37314.32,10436.437857314651
M,31,1516.42,Low,1518.42,Semi-Urban,55284.1,17969.56739621044
M,59,1351.38,Low,1342.38,Rural,127108.29,39982.586524612816
F,19,3952.0,Low,3962.0,Rural,78377.87,29682.95395429581
F,18,3272.84,Low,3274.84,Urban,54406.72,20873.42236825068
M,53,2809.39,Low,2806.39,Semi-Urban,99274.84,32325.84967282135
F,18,3514.89,Low,3511.89,Semi-Urban,47361.94,18614.08140039117
M,43,2206.82,Low,2206.82,Semi-Urban,128469.72,42309.20312596049
M,22,1630.02,Low,1642.02,Urban,28628.26,9986.630612744622
M,48,2382.14,Low,2378.14,Rural,64465.75,20866.90561660597
M,18,3288.08,Low,3285.08,Semi-Urban,193714.47,67307.47573746022
M,29,2520.25,Low,2520.25,Rural,188227.52,64086.2953321754
F,18,5603.38,Low,5600.38,Semi-Urban,146329.59,53994.13078872353
F,64,682.96,High,676.96,Rural,34543.44,19255.68683106454
F,35,2633.17,Low,2632.17,Urban,231792.97,78459.23554219576
F,56,1492.8,Low,1505.8,Urban,129464.83,41265.79644471766
M,65,3450.28,High,3455.28,Urban,295603.44,109331.04901389424
F,61,1938.38,Low,1940.38,Rural,140931.71,45310.00416049353
M,65,2795.27,High,2800.27,Semi-Urban,207335.79,78873.20554707837
F,36,1253.43,Low,1243.43,Urban,33414.83,10326.997293683396
M,44,2365.7,Low,2364.7,Semi-Urban,87504.15,28631.206658707026
F,62,4350.62,Low,4340.62,Semi-Urban,197494.41,66415.7868286688
M,46,2416.99,Low,2414.99,Urban,200428.45,66595.46669674893
F,60,3375.48,Low,3367.48,Urban,64900.85,21175.934097364945
F,57,4068.32,Low,4071.32,Semi-Urban,109089.83,36833.10157711981
M,56,1626.85,Low,1611.85,Rural,88047.72,27377.588828495176
M,34,1932.0,Low,1924.0,Rural,48900.62,16283.528471975394
M,47,2050.69,Low,2053.69,Rural,61175.82,19505.537141719746
M,52,1905.52,Low,1918.52,Semi-Urban,247520.67,81286.49295101016
M,18,4933.89,Low,4936.89,Semi-Urban,234979.66,82854.95820120089
F,34,1948.22,Low,1953.22,Rural,169319.34,56993.20990914514
F,41,2812.98,Low,2823.98,Urban,187158.56,63181.35046065941
M,18,1291.57,Low,1289.57,Semi-Urban,95050.38,32123.961516111474
F,62,2016.35,Low,2004.35,Rural,220505.11,72033.16003233052
F,23,3146.78,Low,3157.78,Rural,318197.31,109101.98471584416
F,60,1028.6,Low,1014.6,Rural,33549.99,8379.781840221578
F,37,1522.94,Low,1509.94,Urban,47343.55,15200.775391025769
F,18,769.35,Low,777.35,Urban,111638.52,37541.41228650833
F,18,4794.48,Low,4790.48,Semi-Urban,185936.28,66470.85519545476
F,28,1828.63,Low,1813.63,Rural,48365.29,16705.36736502167
M,64,2333.94,High,2327.94,Rural,137399.67,55258.272813329895
M,27,1667.36,Low,1666.36,Urban,110914.57,37263.62884229366
F,62,4285.74,High,4285.74,Urban,110581.16,48505.14338617052
F,45,3023.01,Low,3021.01,Rural,113771.35,38559.23895437986
M,63,1666.62,Low,1650.62,Semi-Urban,21355.18,4185.425347830875
F,55,1635.95,Low,1636.95,Rural,121077.65,38805.65182156893
F,22,2962.18,Low,2957.18,Rural,93023.97,33345.631901880806
F,49,1908.4,Low,1910.4,Semi-Urban,85272.31,27256.205305522737
M,33,3128.95,Low,3126.95,Semi-Urban,144412.56,49397.5606727236
M,27,2640.88,Low,2645.88,Rural,131797.55,45414.88737123171
M,18,3253.13,Low,3255.13,Semi-Urban,77139.45,28115.300246846567
M,41,6986.49,Low,6997.49,Rural,54577.18,22814.808257436187
F,45,5946.75,Low,5933.75,Rural,131628.72,47541.80272209133
M,25,736.82,Low,732.82,Urban,22651.7,6820.189224794311
M,23,2193.6,Low,2197.6,Rural,95690.98,33144.78753632456
M,48,2429.16,Low,2435.16,Urban,110271.33,36168.89627159374
M,25,13466.3,Low,13471.3,Semi-Urban,43024.12,26546.82885275664
F,62,1402.58,Low,1395.58,Rural,22668.56,4952.356213148232
M,32,1476.85,Low,1482.85,Semi-Urban,208133.81,69196.15596684764
F,62,1691.74,High,1706.74,Semi-Urban,47431.68,24509.755648494443
M,51,2671.78,Low,2681.78,Semi-Urban,311714.21,103711.01093540133
F,56,3239.75,Low,3222.75,Urban,205688.03,68641.12259335813
F,42,2458.06,Low,2458.06,Rural,102848.9,34550.90154384605
M,31,1722.4,Low,1725.4,Semi-Urban,32421.56,10500.893444633366
M,46,1919.78,Low,1910.78,Semi-Urban,86834.7,27788.05218955229
F,18,782.35,Low,786.35,Urban,111638.52,37552.66035763519
F,53,4103.22,Low,4116.22,Semi-Urban,290906.12,98264.668784842
M,50,1190.21,Low,1197.21,Rural,88257.87,27487.575894870133
M,23,2149.58,Low,2147.58,Urban,153462.98,52365.173401127206
F,52,2037.39,Low,2029.39,Urban,47286.41,14523.60438004564
F,18,3096.83,Low,3095.83,Semi-Urban,201006.25,69798.64340792384
M,47,1082.93,Low,1096.93,Semi-Urban,56301.35,16608.452683425665
M,33,2434.57,Low,2429.57,Urban,10559.66,3861.0039695902087
F,34,1707.14,Low,1690.14,Rural,45656.75,15195.648756236667
F,35,2433.41,Low,2433.41,Semi-Urban,51140.79,17434.31176398229
M,47,1047.26,Low,1048.26,Rural,193490.86,62924.7167469964
F,25,2723.76,Low,2713.76,Semi-Urban,107653.37,37500.42960993681
M,23,2159.58,Low,2146.58,Urban,153462.98,52369.774884770006
M,21,2127.16,Low,2134.16,Rural,90880.92,31620.835618878034
F,53,3466.53,Low,3476.53,Rural,140332.25,47308.186479773394
F,39,4064.2,Low,4075.2,Semi-Urban,48262.41,17824.197020668624
F,55,1023.58,Low,1021.58,Rural,50000.5,14302.2424832377
M,60,1165.72,Low,1165.72,Semi-Urban,122745.99,37977.15594124704
F,18,2802.37,Low,2797.37,Semi-Urban,84354.27,30310.65216714707
F,65,1749.13,High,1744.13,Rural,104579.79,43793.384383175646
F,18,1764.81,Low,1764.81,Semi-Urban,58777.7,20660.76279791895
F,18,3146.0,Low,3144.0,Rural,216202.45,75228.73165899303
M,51,2471.26,Low,2471.26,Semi-Urban,97263.98,31464.366588508783
F,55,1717.33,Low,1711.33,Rural,230937.26,75788.49241734443
M,62,2160.63,High,2155.63,Semi-Urban,80754.54,35936.24715162146
F,62,1120.55,Low,1130.55,Rural,28095.36,6495.586948927739
M,21,1839.0,Low,1827.0,Urban,122033.14,41643.0151267766
F,39,6064.92,Low,6071.92,Urban,152596.79,55053.06741607712
F,55,2541.08,Low,2550.08,Rural,61043.64,19569.116618163145
M,21,4016.49,Low,4011.49,Semi-Urban,216362.6,75421.760688001
M,50,1389.37,Low,1400.37,Urban,145708.55,46853.8033259074
M,48,1756.13,Low,1750.13,Urban,345217.61,114395.91947543966
F,61,3689.31,High,3692.31,Semi-Urban,178357.05,70604.79911526521
M,18,2995.23,Low,2987.23,Rural,43441.98,16802.802409210493
M,40,4782.28,Low,4777.28,Urban,109117.44,38814.699098729325
M,42,2418.62,Low,2419.62,Urban,46723.46,15283.679326791844
M,44,1554.17,Low,1554.17,Rural,229030.42,75618.04287270014
F,18,1889.01,Low,1892.01,Rural,211094.53,72230.13688065436
M,63,5238.08,Low,5245.08,Urban,364344.59,123201.44511201458
M,39,3998.25,Low,3996.25,Semi-Urban,458677.58,155377.34520696226
M,63,2282.05,Low,2279.05,Urban,56400.25,16731.31870247105
M,55,1611.78,Low,1615.78,Semi-Urban,147753.73,47231.25868523037
F,62,10052.78,Low,10055.78,Semi-Urban,208056.36,75801.07795232165
M,63,1859.2,Low,1869.2,Urban,54916.51,15807.172559529805
F,38,1736.91,Low,1729.91,Urban,42836.97,13829.716739428572
F,18,1878.97,Low,1875.97,Rural,146096.56,50383.17930095732
M,25,2242.94,Low,2246.94,Semi-Urban,178483.54,60572.34688737465
M,45,3049.31,Low,3053.31,Semi-Urban,58497.32,19509.930461396
F,45,2526.04,Low,2525.04,Urban,75245.52,24972.40455014988
M,62,1324.75,Low,1324.75,Rural,58360.3,16629.338725580896
M,20,3319.54,Low,3319.54,Rural,217992.99,75614.15216448123
F,18,2022.82,Low,2009.82,Urban,299748.73,102000.96403039506
F,18,4550.89,Low,4544.89,Urban,246317.73,86641.49084094708
F,18,2982.42,Low,2970.42,Rural,239589.51,82912.35309560678
F,36,4158.55,Low,4146.55,Semi-Urban,226764.91,78107.43403224053
M,41,2748.11,Low,2752.11,Semi-Urban,86238.57,28836.9901533377
F,18,4228.69,Low,4228.69,Rural,195712.31,69453.96903374247
M,30,1232.77,Low,1238.77,Semi-Urban,35173.42,11005.244726973964
F,18,3098.34,Low,3083.34,Urban,101688.7,36568.89831237512
M,45,1873.61,Low,1869.61,Semi-Urban,117587.52,38152.75631803698
F,63,3072.39,High,3080.39,Urban,166294.13,65904.09149514885
M,64,1240.9,High,1244.9,Rural,60739.25,28394.51045637368
M,60,1786.31,Low,1770.31,Semi-Urban,279780.58,91353.4255942775
M,37,2327.5,Low,2333.5,Urban,299605.51,100534.80318985076
M,40,2364.69,Low,2359.69,Semi-Urban,139690.57,46474.616607127005
F,27,2771.34,Low,2766.34,Urban,81898.72,28879.98598199576
F,33,2381.51,Low,2377.51,Semi-Urban,64124.22,21898.70258708333
F,28,2332.86,Low,2341.86,Rural,83037.78,28880.158355390795
M,25,2329.4,Low,2333.4,Rural,153896.1,52677.25974668055
F,48,4142.18,Low,4129.18,Urban,229686.17,78260.06724602793
F,32,1946.55,Low,1945.55,Semi-Urban,183714.96,61706.58430716171
M,49,2059.69,Low,2060.69,Rural,73893.1,23627.398127928827
M,34,2082.07,Low,2076.07,Rural,199644.65,67074.79291325732
M,19,3673.85,Low,3681.85,Semi-Urban,37248.64,15069.65290739396
F,18,2316.79,Low,2321.79,Urban,200877.05,69098.54417030636
F,43,2503.9,Low,2504.9,Rural,226799.59,76155.75354491844
M,57,1900.8,Low,1909.8,Semi-Urban,142192.75,45503.13957492172
M,29,1706.37,Low,1707.37,Urban,72104.51,24109.54974229342
M,46,2624.55,Low,2624.55,Urban,239736.76,80012.87851741834
M,33,1284.49,Low,1281.49,Rural,142897.21,47277.69721514735
M,65,2441.74,High,2434.74,Urban,64475.79,30654.98768688325
F,64,1315.36,Low,1323.36,Urban,91988.47,27860.179328510305
M,30,1075.12,Low,1067.12,Rural,55352.5,17891.01333642031
F,40,2510.92,Low,2499.92,Semi-Urban,53318.1,17843.802738048547
F,32,2055.8,Low,2052.8,Rural,59898.31,20501.45740023981
F,45,2746.67,Low,2750.67,Rural,51035.99,17206.14984439015
F,64,3791.21,Low,3790.21,Semi-Urban,180706.39,60050.84724769494
M,34,2261.85,Low,2275.85,Rural,45387.42,15451.937882609744
F,25,1563.71,Low,1560.71,Urban,254168.18,85671.80169485201
M,46,1048.81,Low,1050.81,Rural,215668.79,70455.76014817489
M,63,1404.88,High,1413.88,Semi-Urban,79231.79,34579.995128409224
F,48,2109.75,Low,2106.75,Semi-Urban,103780.42,33755.74891451588
F,30,1847.79,Low,1830.79,Rural,66598.05,22690.335552191937
M,21,1989.33,Low,1999.33,Rural,216857.03,73798.36741476058
M,18,1530.0,Low,1529.0,Rural,49033.5,17186.368441924766
M,40,1934.61,Low,1922.61,Semi-Urban,28092.94,8544.231839652472
M,47,1650.8,Low,1636.8,Semi-Urban,159562.81,51861.61742625696
F,18,1336.12,Low,1335.12,Semi-Urban,71712.71,24566.92387378673
F,19,2216.87,Low,2216.87,Rural,66301.08,23846.83727805033
M,60,2480.54,High,2478.54,Urban,330255.62,120371.48561183868
M,18,1715.39,Low,1702.39,Urban,55176.55,19295.46625585372
F,20,1361.94,Low,1349.94,Urban,143259.94,48600.95624502236
F,37,2356.49,Low,2360.49,Rural,188828.82,63726.33493825792
F,65,4565.47,High,4566.47,Urban,151094.58,62163.33584585329
M,63,2773.62,Low,2777.62,Semi-Urban,195358.25,63777.40310091746
F,64,1056.5,Low,1057.5,Rural,35762.5,8842.766984120404
M,18,2702.08,Low,2701.08,Rural,52249.51,19465.17870512476
M,56,1365.4,Low,1359.4,Semi-Urban,99810.64,30790.425917626217
F,62,5577.06,Low,5566.06,Semi-Urban,372002.78,126288.89791908117
M,23,4860.52,Low,4844.52,Rural,184150.05,65576.12388073033
F,22,5005.09,Low,5009.09,Semi-Urban,451889.33,155710.8072227151
M,21,1518.88,Low,1511.88,Semi-Urban,103034.2,34798.388439181566
F,35,1637.02,Low,1625.02,Urban,42011.23,13684.958389127838
F,37,1040.16,Low,1042.16,Semi-Urban,283936.41,94051.38578553247
M,63,2537.58,Low,2534.58,Rural,45201.98,13368.838133421534
M,18,2549.52,Low,2561.52,Rural,100451.45,35507.45368027711
M,34,1740.5,Low,1723.5,Rural,54509.65,17967.250973144197
F,37,4388.4,Low,4389.4,Rural,248038.96,85691.95427296954
F,24,1398.08,Low,1399.08,Rural,87494.38,29733.65694233509
F,18,2367.34,Low,2366.34,Urban,203568.3,70051.19073598865
M,62,1570.21,High,1565.21,Rural,181002.77,69282.86343910366
F,24,2425.89,Low,2429.89,Semi-Urban,303949.86,103220.52888229476
M,42,2162.03,Low,2174.03,Rural,159373.71,53005.40595930316
F,52,1937.92,Low,1951.92,Urban,89335.46,28557.93612981173
F,45,1902.62,Low,1896.62,Semi-Urban,63380.61,20208.934179073447
M,18,1740.67,Low,1741.67,Rural,48840.8,17338.081689247676
M,23,1843.66,Low,1830.66,Urban,90133.74,30773.65386332621
M,62,3042.58,Low,3040.58,Semi-Urban,181685.9,59535.75491227091
F,50,4584.07,Low,4586.07,Rural,196361.97,67505.23318740423
M,19,3787.82,Low,3775.82,Rural,100628.46,36741.76327335202
F,58,5219.26,Low,5206.26,Semi-Urban,152218.09,52410.0283192939
M,23,1119.82,Low,1129.82,Semi-Urban,136042.85,45328.82374209014
F,52,2528.4,Low,2530.4,Rural,181343.91,60200.2400813321
F,54,3814.58,Low,3809.58,Urban,399432.41,134474.4006826178
F,42,3768.05,Low,3769.05,Urban,181039.44,62018.25245534112
M,34,6448.66,Low,6439.66,Urban,178033.26,64140.92600442725
M,56,1795.94,Low,1793.94,Rural,124198.07,39700.48921855457
F,57,1998.64,Low,1997.64,Rural,142960.36,46367.960700989
M,41,3937.36,Low,3931.36,Rural,184164.26,63218.12869356405
F,24,1745.89,Low,1751.89,Rural,217332.29,73706.02987582801
M,34,4217.36,Low,4206.36,Urban,65167.27,23945.19880623886
F,60,3382.48,Low,3370.48,Urban,64900.85,21181.046856968063
M,18,2590.89,Low,2578.89,Urban,107749.95,37851.278227073846
M,65,1951.86,High,1940.86,Urban,94362.14,40191.21013024247
F,47,2291.31,Low,2303.31,Rural,89121.05,29379.643010524946
M,18,2644.42,Low,2656.42,Semi-Urban,127050.34,44263.661815856976
F,43,1001.25,Low,989.25,Rural,80607.4,25504.80124841159
F,18,2775.08,Low,2778.08,Urban,55853.0,20850.77157283005
F,64,1904.15,Low,1903.15,Rural,103926.64,32605.689804884347
F,45,2686.08,Low,2685.08,Urban,63700.97,21258.09636781805
F,42,1529.44,Low,1530.44,Urban,243695.64,80776.15144346132
F,24,1553.73,Low,1560.73,Semi-Urban,56901.25,19343.54458750478
M,58,10246.43,Low,10260.43,Semi-Urban,167314.41,62399.10713309704
F,21,7872.47,Low,7883.47,Urban,291827.48,105096.64243148504
F,56,1710.0,Low,1703.0,Rural,96538.6,30555.204949599807
M,18,7887.56,Low,7883.56,Urban,142645.25,54993.25216835495
M,36,2266.09,Low,2263.09,Urban,100268.37,33586.69719101329
M,34,2312.54,Low,2324.54,Rural,285783.08,96254.6293864654
F,29,1872.69,Low,1865.69,Rural,86714.61,29557.41729924741
F,33,2504.83,Low,2503.83,Rural,189885.76,64546.925870695086
F,61,1821.77,Low,1834.77,Rural,48482.01,14141.388656859992
F,61,1528.72,Low,1524.72,Urban,59790.35,17493.785263382524
F,18,1647.4,Low,1661.4,Urban,88531.22,30680.30326724353
F,56,3155.79,Low,3143.79,Semi-Urban,41413.79,13238.208413879976
M,19,3789.82,Low,3775.82,Rural,100628.46,36742.78582527264
M,56,2563.08,Low,2557.08,Rural,85002.0,27316.43900974455
F,57,2324.94,Low,2340.94,Semi-Urban,182438.85,59695.89627143006
F,57,4219.17,Low,4225.17,Semi-Urban,30496.23,10588.323281255687
M,41,2086.7,Low,2089.7,Rural,87607.77,28895.8128324618
M,28,2565.14,Low,2559.14,Rural,334169.62,113231.99544729105
F,52,2433.02,Low,2448.02,Urban,122242.07,40118.45090131627
F,18,3574.19,Low,3577.19,Rural,277422.89,96233.83891455672
F,20,1525.86,Low,1526.86,Semi-Urban,171394.89,58088.23347640706
M,31,,Low,,Urban,111269.68,48800.55
M,62,1617.93,High,1612.93,Rural,214606.95,80619.72006287979
F,48,1232.47,Low,1236.47,Urban,41471.67,12069.846702045346
F,36,2627.95,Low,2615.95,Semi-Urban,62239.15,21276.07466564585
F,61,1685.74,High,1669.74,Rural,34050.21,20347.603656355484
M,52,1890.73,Low,1891.73,Urban,22813.94,5921.323571412344
F,58,4586.05,Low,4589.05,Semi-Urban,168606.31,57275.72479486457
M,46,3105.46,Low,3098.46,Semi-Urban,95932.31,32057.49402877652
M,25,2314.53,Low,2318.53,Rural,106078.87,36599.65434682352
F,65,3137.84,High,3127.84,Urban,77606.24,36012.24202335488
F,38,2275.06,Low,2282.06,Semi-Urban,84349.37,28193.82606491339
F,57,2612.61,Low,2612.61,Rural,61484.51,19627.54061017574
M,30,3175.78,Low,3179.78,Semi-Urban,70743.55,24939.49819324621
M,65,1542.65,High,1545.65,Semi-Urban,44661.27,22946.92706588249
M,20,1639.58,Low,1623.58,Urban,45421.07,15781.214797269837
M,64,980.98,Low,967.98,Urban,45978.55,11815.91047236314
M,45,1994.55,Low,1998.55,Rural,59149.95,18926.33887659664
F,44,3669.29,Low,3677.29,Semi-Urban,51091.53,17973.655279551873
F,56,4436.06,Low,4437.06,Urban,322035.15,108956.05389572118
M,47,3438.63,Low,3426.63,Urban,97331.99,32924.54983577635
M,18,1959.53,Low,1944.53,Rural,128977.16,44472.49326829869
F,65,2994.78,High,2990.78,Rural,104422.24,45014.71446188336
M,49,1746.02,Low,1745.02,Urban,45337.02,13575.426221476817
F,47,2429.55,Low,2441.55,Urban,58455.89,19082.32898916306
F,49,1410.94,Low,1397.94,Rural,21341.95,5540.586187982204
F,35,1396.23,Low,1387.23,Semi-Urban,27163.22,8314.77701399786
M,25,1528.25,Low,1517.25,Urban,28095.94,9454.676234335217
M,60,1870.72,Low,1858.72,Urban,198485.77,64271.71470317879
M,18,1373.84,Low,1362.84,Semi-Urban,50281.15,17164.946293470955
F,18,2785.46,Low,2782.46,Semi-Urban,57309.11,21209.5790097541
M,19,4495.93,Low,4501.93,Semi-Urban,155478.51,55624.12813915578
F,18,9462.86,Low,9460.86,Rural,277114.78,102149.25538643086
F,28,1571.76,Low,1573.76,Urban,47335.87,15967.736823433836
M,60,1542.22,Low,1554.22,Rural,58061.05,16915.537979300654
F,41,2509.86,Low,2507.86,Urban,204384.49,68651.15126579288
F,65,2105.73,High,2103.73,Rural,177316.72,68592.79628484265
F,52,2276.34,Low,2269.34,Urban,181428.53,59828.45467940928
F,18,3526.54,Low,3530.54,Semi-Urban,167505.49,58987.28018687358
M,38,4212.82,Low,4207.82,Semi-Urban,227924.07,78161.36278462698
M,57,1403.7,Low,1416.7,Rural,152349.17,48684.270218989885
M,18,3487.15,Low,3479.15,Urban,196816.38,68688.31316045829
F,18,1267.54,Low,1253.54,Semi-Urban,195669.31,66128.7085423758
M,53,2480.94,Low,2482.94,Urban,126593.76,41307.17699442796
F,48,2122.75,Low,2111.75,Semi-Urban,103780.42,33764.95188180149
F,54,3797.58,Low,3800.58,Urban,259144.07,87336.51581083133
F,24,2317.39,Low,2318.39,Urban,51354.25,18395.917287120068
F,25,4511.52,Low,4511.52,Rural,117159.55,42802.59221810095
M,18,1733.92,Low,1723.92,Urban,120082.75,41118.74479336824
F,63,3438.2,Low,3431.2,Semi-Urban,187838.76,62161.76567700069
F,54,1809.86,Low,1821.86,Urban,113211.92,36288.15298342935
M,44,2623.66,Low,2631.66,Semi-Urban,152449.58,50715.5603014311
M,18,1942.71,Low,1931.71,Semi-Urban,301230.37,102043.59787498268
M,26,989.87,Low,991.87,Semi-Urban,64866.99,21045.682570937697
F,59,1623.27,Low,1622.27,Semi-Urban,57980.13,17004.273018503343
F,65,3168.66,High,3176.66,Rural,173476.25,68394.74869777274
M,40,955.39,Low,955.39,Semi-Urban,46514.12,13736.96647541544
F,65,1151.93,High,1140.93,Urban,80435.17,34931.30730253697
M,20,2449.03,Low,2447.03,Urban,49231.13,17895.92367671884
M,52,1262.82,Low,1257.82,Rural,29742.54,7741.452318048447
M,59,1317.83,Low,1303.83,Semi-Urban,186472.04,59611.01394442852
M,20,3034.12,Low,3027.12,Rural,371434.47,126861.61086488789
M,38,3455.78,Low,3460.78,Semi-Urban,245791.45,83394.23717214455
F,37,1730.24,Low,1721.24,Urban,138471.69,46025.86688850266
F,18,2098.9,Low,2095.9,Semi-Urban,149592.63,51506.71360175353
M,63,1572.55,Low,1569.55,Urban,190410.12,61021.39394306995
F,63,2113.5,Low,2116.5,Urban,208197.03,67788.76344416518
M,25,1942.12,Low,1954.12,Urban,75841.36,25927.91732882178
M,18,1573.44,Low,1586.44,Rural,219122.61,74372.98555728656
F,39,1156.11,Low,1156.11,Urban,137134.64,44836.04761680318
M,36,2431.32,Low,2429.32,Rural,15810.82,5523.691563243141
M,48,2458.82,Low,2465.82,Semi-Urban,134625.78,44242.8335770092
F,31,2525.36,Low,2516.36,Rural,64465.33,22591.7635110434
M,65,2793.27,High,2800.27,Semi-Urban,207335.79,78872.18299515774
F,64,3454.23,Low,3457.23,Rural,193035.21,64125.44498316102
M,24,1320.66,Low,1316.66,Rural,42451.08,14285.023078313165
F,18,3146.38,Low,3142.38,Rural,259295.85,89703.70470036296
F,18,1315.76,Low,1307.76,Semi-Urban,46987.89,16237.152385593825
F,31,2211.41,Low,2215.41,Urban,51250.96,17700.644915180736
F,34,1885.81,Low,1902.81,Rural,197966.9,66558.59812672569
F,26,3203.8,Low,3197.8,Urban,174586.71,60535.83751246431
F,42,1131.0,Low,1142.0,Rural,112578.18,36467.72353360933
F,56,1270.9,Low,1267.9,Semi-Urban,217466.55,70453.715533996
F,18,3038.65,Low,3037.65,Urban,91386.9,33054.517783689385
F,24,1423.07,Low,1427.07,Rural,196638.74,66423.68725735918
F,29,2441.21,Low,2433.21,Urban,116383.01,39966.36603001048
F,18,3098.19,Low,3101.19,Urban,136364.97,48226.13665809565
F,61,4028.25,High,4018.25,Urban,94666.03,42969.75004313522
F,58,1193.43,Low,1178.43,Urban,194262.98,62553.64947908786
F,30,3744.37,Low,3751.37,Rural,76668.76,28024.8339704438
F,24,2419.95,Low,2415.95,Rural,86531.54,30452.585807261705
F,18,2429.61,Low,2414.61,Rural,104645.52,37016.1840296702
M,65,1857.87,High,1840.87,Semi-Urban,313994.51,113731.40294503036
